TransactionID,Date,CustomerID,Region,Category,Product,Quantity,UnitPrice,Discount,TotalRevenue
TXN-10285,2024-01-10,CUST-340,Central,Luxury Goods,Crystal Decanter,12,472,12%,4984.32
TXN-10286,2024-03-23,CUST-746,East,Luxury Goods,Silk Pocket Square,11,1212,5%,12665.4
TXN-10287,2024-03-18,CUST-402,Central,Luxury Goods,Leather Portfolio,6,746,10%,4028.4
TXN-10288,2024-01-28,CUST-405,West,Furniture,Glass Table,2,1928,10%,3470.4
TXN-10289,2024-03-06,CUST-760,South,Office Supplies,Smart Ledger,15,1286,10%,17361.0
TXN-10290,2024-02-11,CUST-764,South,Furniture,Oak Sideboard,9,546,13%,4275.18
TXN-10291,2024-03-27,CUST-295,Central,Furniture,Oak Sideboard,12,1570,12%,16579.2
TXN-10292,2024-01-02,CUST-487,East,Luxury Goods,Crystal Decanter,2,1825,13%,3175.5
TXN-10293,2024-02-05,CUST-673,Central,Furniture,Oak Sideboard,9,574,18%,4236.12
TXN-10294,2024-03-19,CUST-731,East,Furniture,Velvet Ottoman,8,1639,0%,13112.0
TXN-10295,2024-01-11,CUST-141,Central,Furniture,Glass Table,7,293,0%,2051.0
TXN-10296,2024-03-27,CUST-566,South,Technology,Neural Tablet,2,1678,4%,3221.76
TXN-10297,2024-03-03,CUST-702,North,Office Supplies,Executive Desk,12,1841,16%,18557.28
TXN-10298,2024-02-17,CUST-265,South,Office Supplies,Smart Ledger,13,247,6%,3018.34
TXN-10299,2024-02-17,CUST-700,Central,Technology,Neural Tablet,2,183,15%,311.1
TXN-10300,2024-03-11,CUST-896,North,Furniture,Minimalist Sofa,5,101,1%,499.95
TXN-10301,2024-02-04,CUST-315,Central,Luxury Goods,Crystal Decanter,6,340,8%,1876.8
TXN-10302,2024-03-12,CUST-808,North,Office Supplies,Smart Ledger,6,2484,12%,13115.52
TXN-10303,2024-03-18,CUST-806,North,Luxury Goods,Silk Pocket Square,15,318,6%,4483.8
TXN-10304,2024-03-04,CUST-956,East,Furniture,Oak Sideboard,4,2023,8%,7444.64
TXN-10305,2024-02-25,CUST-495,South,Furniture,Minimalist Sofa,15,2463,13%,32142.15
TXN-10306,2024-03-14,CUST-124,South,Office Supplies,Smart Ledger,15,388,11%,5179.8
TXN-10307,2024-03-25,CUST-947,East,Luxury Goods,Crystal Decanter,3,1031,16%,2598.12
TXN-10308,2024-01-23,CUST-492,East,Luxury Goods,Silk Pocket Square,11,231,17%,2109.03
TXN-10309,2024-02-04,CUST-370,South,Office Supplies,Executive Desk,15,1550,15%,19762.5
TXN-10310,2024-03-17,CUST-571,West,Office Supplies,Executive Desk,5,2465,1%,12201.75
TXN-10311,2024-01-17,CUST-932,North,Luxury Goods,Crystal Decanter,10,905,8%,8326.0
TXN-10312,2024-01-13,CUST-719,South,Office Supplies,Ergo Chair,15,901,19%,10947.15
TXN-10313,2024-03-04,CUST-472,South,Technology,Edge Router,3,1745,15%,4449.75
TXN-10314,2024-02-07,CUST-442,East,Luxury Goods,Silk Pocket Square,7,876,11%,5457.48
TXN-10315,2024-01-09,CUST-251,East,Furniture,Oak Sideboard,13,921,10%,10775.7
TXN-10316,2024-01-10,CUST-315,North,Luxury Goods,Silk Pocket Square,8,1865,17%,12383.6
TXN-10317,2024-01-31,CUST-636,East,Luxury Goods,Gold Pen Set,10,1038,11%,9238.2
TXN-10318,2024-02-10,CUST-571,South,Office Supplies,Ergo Chair,15,1845,10%,24907.5
TXN-10319,2024-01-23,CUST-257,North,Technology,Laptop Pro,9,480,12%,3801.6
TXN-10320,2024-03-05,CUST-341,Central,Office Supplies,Smart Ledger,5,140,8%,644.0
TXN-10321,2024-03-09,CUST-544,East,Office Supplies,Smart Ledger,2,314,18%,514.96
TXN-10322,2024-03-08,CUST-817,North,Furniture,Glass Table,11,2175,20%,19140.0
TXN-10323,2024-03-30,CUST-929,Central,Technology,Edge Router,7,1093,11%,6809.39
TXN-10324,2024-03-10,CUST-253,East,Office Supplies,Smart Ledger,6,1000,9%,5460.0
TXN-10325,2024-03-12,CUST-395,East,Technology,Quant-Watch,14,635,10%,8001.0
TXN-10326,2024-01-06,CUST-400,North,Office Supplies,Executive Desk,7,848,16%,4986.24
TXN-10327,2024-01-03,CUST-399,West,Technology,Neural Tablet,14,939,14%,11305.56
TXN-10328,2024-01-10,CUST-389,East,Furniture,Oak Sideboard,3,413,11%,1102.71
TXN-10329,2024-03-25,CUST-260,Central,Office Supplies,Executive Desk,1,1017,17%,844.11
TXN-10330,2024-01-15,CUST-351,West,Luxury Goods,Gold Pen Set,5,952,15%,4046.0
TXN-10331,2024-02-02,CUST-180,East,Furniture,Minimalist Sofa,5,190,10%,855.0
TXN-10332,2024-01-13,CUST-273,Central,Furniture,Minimalist Sofa,1,2232,17%,1852.56
TXN-10333,2024-02-28,CUST-940,East,Furniture,Minimalist Sofa,8,438,8%,3223.68
TXN-10334,2024-03-03,CUST-173,Central,Technology,Laptop Pro,1,2409,1%,2384.91
TXN-10335,2024-03-18,CUST-625,West,Technology,Neural Tablet,2,791,10%,1423.8
TXN-10336,2024-03-05,CUST-158,East,Furniture,Minimalist Sofa,15,1134,10%,15309.0
TXN-10337,2024-03-08,CUST-960,North,Furniture,Minimalist Sofa,3,1831,2%,5383.14
TXN-10338,2024-01-22,CUST-448,Central,Luxury Goods,Leather Portfolio,2,1829,3%,3548.26
TXN-10339,2024-02-15,CUST-905,Central,Furniture,Oak Sideboard,12,2283,16%,23012.64
TXN-10340,2024-03-17,CUST-112,West,Furniture,Glass Table,4,1381,3%,5358.28
TXN-10341,2024-03-14,CUST-283,South,Technology,Laptop Pro,13,1787,10%,20907.9
TXN-10342,2024-01-30,CUST-217,West,Luxury Goods,Leather Portfolio,13,1585,13%,17926.35
TXN-10343,2024-03-30,CUST-104,South,Office Supplies,Executive Desk,4,847,20%,2710.4
TXN-10344,2024-01-04,CUST-767,Central,Furniture,Glass Table,8,1360,18%,8921.6
TXN-10345,2024-02-04,CUST-770,Central,Technology,Edge Router,14,2025,13%,24664.5
TXN-10346,2024-01-20,CUST-736,South,Technology,Neural Tablet,5,1265,17%,5249.75
TXN-10347,2024-03-02,CUST-122,Central,Luxury Goods,Gold Pen Set,5,116,1%,574.2
TXN-10348,2024-01-07,CUST-882,West,Technology,Laptop Pro,14,604,4%,8117.76
TXN-10349,2024-01-29,CUST-583,North,Office Supplies,Ergo Chair,7,2331,10%,14685.3
TXN-10350,2024-01-09,CUST-326,South,Furniture,Velvet Ottoman,8,1363,5%,10358.8
TXN-10351,2024-02-28,CUST-756,Central,Luxury Goods,Leather Portfolio,8,1489,14%,10244.32
TXN-10352,2024-02-05,CUST-550,Central,Office Supplies,Smart Ledger,6,303,4%,1745.28
TXN-10353,2024-02-13,CUST-542,South,Luxury Goods,Leather Portfolio,12,1245,10%,13446.0
TXN-10354,2024-02-05,CUST-316,West,Technology,Neural Tablet,11,1048,17%,9568.24
TXN-10355,2024-01-15,CUST-291,West,Technology,Neural Tablet,15,300,7%,4185.0
TXN-10356,2024-01-03,CUST-692,West,Office Supplies,Paper White,13,1955,1%,25160.85
TXN-10357,2024-03-15,CUST-206,West,Furniture,Oak Sideboard,15,2215,8%,30567.0
TXN-10358,2024-01-28,CUST-332,North,Technology,Laptop Pro,8,259,4%,1989.12
TXN-10359,2024-03-23,CUST-252,East,Luxury Goods,Silk Pocket Square,14,658,15%,7830.2
TXN-10360,2024-01-03,CUST-467,Central,Furniture,Minimalist Sofa,2,2382,9%,4335.24
TXN-10361,2024-03-03,CUST-277,East,Luxury Goods,Gold Pen Set,6,248,7%,1383.84
TXN-10362,2024-02-17,CUST-851,North,Luxury Goods,Leather Portfolio,3,1499,5%,4272.15
TXN-10363,2024-03-02,CUST-502,North,Furniture,Minimalist Sofa,5,824,8%,3790.4
TXN-10364,2024-02-06,CUST-907,Central,Technology,Laptop Pro,15,205,5%,2921.25
TXN-10365,2024-02-25,CUST-856,East,Furniture,Glass Table,2,1682,1%,3330.36
TXN-10366,2024-01-24,CUST-258,North,Furniture,Glass Table,12,2115,11%,22588.2
TXN-10367,2024-03-05,CUST-791,South,Luxury Goods,Gold Pen Set,15,718,11%,9585.3
TXN-10368,2024-02-05,CUST-859,South,Technology,Quant-Watch,13,1158,12%,13247.52
TXN-10369,2024-01-19,CUST-223,West,Luxury Goods,Crystal Decanter,9,167,16%,1262.52
TXN-10370,2024-02-18,CUST-930,East,Furniture,Glass Table,3,1130,19%,2745.9
TXN-10371,2024-03-09,CUST-786,Central,Office Supplies,Paper White,11,1851,13%,17714.07
TXN-10372,2024-02-07,CUST-441,West,Technology,Edge Router,11,120,18%,1082.4
TXN-10373,2024-03-11,CUST-960,Central,Luxury Goods,Silk Pocket Square,11,2377,20%,20917.6
TXN-10374,2024-03-29,CUST-379,East,Furniture,Velvet Ottoman,7,1444,19%,8187.48
TXN-10375,2024-03-03,CUST-151,North,Technology,Quant-Watch,2,875,5%,1662.5
TXN-10376,2024-01-04,CUST-170,East,Technology,Neural Tablet,12,2084,7%,23257.44
TXN-10377,2024-01-23,CUST-795,South,Furniture,Minimalist Sofa,2,1590,13%,2766.6
TXN-10378,2024-01-09,CUST-374,North,Office Supplies,Ergo Chair,10,376,10%,3384.0
TXN-10379,2024-01-01,CUST-766,South,Office Supplies,Executive Desk,3,1431,14%,3691.98
TXN-10380,2024-03-25,CUST-673,Central,Technology,Quant-Watch,6,1537,2%,9037.56
TXN-10381,2024-01-08,CUST-899,West,Luxury Goods,Crystal Decanter,9,2414,4%,20856.96
TXN-10382,2024-03-14,CUST-336,North,Furniture,Glass Table,4,1586,15%,5392.4
TXN-10383,2024-03-04,CUST-130,North,Office Supplies,Paper White,9,849,13%,6647.67
TXN-10384,2024-02-09,CUST-509,West,Technology,Neural Tablet,11,774,14%,7322.04
TXN-10385,2024-02-27,CUST-662,South,Furniture,Velvet Ottoman,10,1362,18%,11168.4
TXN-10386,2024-03-11,CUST-647,North,Furniture,Minimalist Sofa,6,1717,4%,9889.92
TXN-10387,2024-02-09,CUST-920,North,Furniture,Glass Table,2,2414,6%,4538.32
TXN-10388,2024-01-02,CUST-382,Central,Luxury Goods,Crystal Decanter,13,1444,18%,15393.04
TXN-10389,2024-03-30,CUST-953,East,Technology,Quant-Watch,9,293,12%,2320.56
TXN-10390,2024-01-28,CUST-712,Central,Furniture,Velvet Ottoman,13,400,14%,4472.0
TXN-10391,2024-01-09,CUST-789,West,Furniture,Velvet Ottoman,12,1961,3%,22826.04
TXN-10392,2024-02-26,CUST-839,South,Technology,Laptop Pro,11,653,18%,5890.06
TXN-10393,2024-03-18,CUST-468,Central,Technology,Neural Tablet,7,358,14%,2155.16
TXN-10394,2024-01-03,CUST-149,Central,Technology,Neural Tablet,9,2479,4%,21418.56
TXN-10395,2024-02-07,CUST-506,East,Luxury Goods,Gold Pen Set,7,1363,6%,8968.54
TXN-10396,2024-01-10,CUST-175,West,Technology,Edge Router,1,2435,3%,2361.95
TXN-10397,2024-01-21,CUST-137,Central,Luxury Goods,Leather Portfolio,5,1388,13%,6037.8
TXN-10398,2024-03-15,CUST-965,North,Furniture,Oak Sideboard,8,2322,9%,16904.16
TXN-10399,2024-02-21,CUST-365,Central,Furniture,Oak Sideboard,12,202,6%,2278.56
TXN-10400,2024-03-26,CUST-248,East,Technology,Laptop Pro,13,1706,9%,20181.98
TXN-10401,2024-03-22,CUST-713,South,Furniture,Minimalist Sofa,7,1796,13%,10937.64
TXN-10402,2024-02-09,CUST-247,South,Luxury Goods,Gold Pen Set,8,218,7%,1621.92
TXN-10403,2024-03-02,CUST-478,North,Technology,Neural Tablet,15,376,14%,4850.4
TXN-10404,2024-02-22,CUST-707,North,Office Supplies,Executive Desk,15,985,8%,13593.0
TXN-10405,2024-03-13,CUST-468,North,Technology,Edge Router,13,1029,18%,10969.14
TXN-10406,2024-02-01,CUST-775,West,Office Supplies,Paper White,10,1092,11%,9718.8
TXN-10407,2024-02-09,CUST-614,East,Office Supplies,Paper White,15,155,8%,2139.0
TXN-10408,2024-01-19,CUST-895,East,Office Supplies,Ergo Chair,6,1678,15%,8557.8
TXN-10409,2024-02-01,CUST-897,South,Luxury Goods,Crystal Decanter,13,810,3%,10214.1
TXN-10410,2024-01-29,CUST-424,North,Furniture,Oak Sideboard,15,824,3%,11989.2
TXN-10411,2024-01-28,CUST-882,North,Technology,Laptop Pro,3,706,10%,1906.2
TXN-10412,2024-03-22,CUST-492,East,Technology,Laptop Pro,4,2309,19%,7481.16
TXN-10413,2024-02-24,CUST-765,North,Luxury Goods,Gold Pen Set,5,1680,20%,6720.0
TXN-10414,2024-02-03,CUST-978,North,Office Supplies,Paper White,3,291,16%,733.32
TXN-10415,2024-03-06,CUST-964,South,Technology,Quant-Watch,15,1076,0%,16140.0
TXN-10416,2024-01-29,CUST-487,West,Furniture,Velvet Ottoman,15,437,12%,5768.4
TXN-10417,2024-02-11,CUST-465,South,Furniture,Glass Table,1,1368,15%,1162.8
TXN-10418,2024-01-23,CUST-423,West,Technology,Laptop Pro,5,158,7%,734.7
TXN-10419,2024-01-26,CUST-769,South,Luxury Goods,Gold Pen Set,1,2220,19%,1798.2
TXN-10420,2024-03-20,CUST-552,East,Furniture,Minimalist Sofa,9,1539,12%,12188.88
TXN-10421,2024-02-16,CUST-820,East,Furniture,Oak Sideboard,8,1885,15%,12818.0
TXN-10422,2024-01-05,CUST-664,North,Luxury Goods,Gold Pen Set,1,1788,9%,1627.08
TXN-10423,2024-02-10,CUST-255,East,Luxury Goods,Crystal Decanter,10,2156,17%,17894.8
TXN-10424,2024-01-22,CUST-903,West,Luxury Goods,Leather Portfolio,14,1612,18%,18505.76
TXN-10425,2024-03-07,CUST-896,North,Technology,Laptop Pro,10,293,9%,2666.3
TXN-10426,2024-03-26,CUST-814,West,Luxury Goods,Crystal Decanter,7,153,9%,974.61
TXN-10427,2024-01-15,CUST-706,North,Office Supplies,Executive Desk,1,2435,17%,2021.05
TXN-10428,2024-02-24,CUST-717,East,Technology,Laptop Pro,14,2280,13%,27770.4
TXN-10429,2024-01-10,CUST-280,West,Furniture,Glass Table,13,2207,8%,26395.72
TXN-10430,2024-01-24,CUST-123,Central,Office Supplies,Ergo Chair,14,113,6%,1487.08
TXN-10431,2024-02-16,CUST-963,Central,Furniture,Minimalist Sofa,2,469,6%,881.72
TXN-10432,2024-03-27,CUST-349,North,Furniture,Oak Sideboard,12,2466,15%,25153.2
TXN-10433,2024-01-09,CUST-683,Central,Office Supplies,Executive Desk,6,1046,11%,5585.64
TXN-10434,2024-02-04,CUST-686,East,Office Supplies,Smart Ledger,13,2011,1%,25881.57
TXN-10435,2024-01-04,CUST-192,Central,Luxury Goods,Crystal Decanter,7,1660,15%,9877.0
TXN-10436,2024-01-17,CUST-473,East,Office Supplies,Smart Ledger,8,1531,1%,12125.52
TXN-10437,2024-02-08,CUST-981,North,Furniture,Glass Table,7,855,1%,5925.15
TXN-10438,2024-01-31,CUST-506,South,Luxury Goods,Leather Portfolio,8,1760,6%,13235.2
TXN-10439,2024-01-31,CUST-602,East,Office Supplies,Paper White,15,540,4%,7776.0
TXN-10440,2024-03-24,CUST-759,South,Office Supplies,Smart Ledger,10,1747,7%,16247.1
TXN-10441,2024-01-09,CUST-423,North,Luxury Goods,Crystal Decanter,15,2399,0%,35985.0
TXN-10442,2024-01-06,CUST-367,East,Furniture,Minimalist Sofa,14,151,2%,2071.72
TXN-10443,2024-02-07,CUST-419,East,Office Supplies,Smart Ledger,12,139,6%,1567.92
TXN-10444,2024-03-18,CUST-783,South,Furniture,Velvet Ottoman,8,655,14%,4506.4
TXN-10445,2024-02-12,CUST-431,East,Office Supplies,Smart Ledger,11,2425,17%,22140.25
TXN-10446,2024-01-04,CUST-186,West,Technology,Edge Router,8,170,19%,1101.6
TXN-10447,2024-03-12,CUST-205,North,Furniture,Oak Sideboard,7,2443,20%,13680.8
TXN-10448,2024-01-25,CUST-838,East,Office Supplies,Paper White,2,2187,17%,3630.42
TXN-10449,2024-03-21,CUST-411,Central,Technology,Laptop Pro,8,1965,5%,14934.0
TXN-10450,2024-03-29,CUST-733,North,Office Supplies,Paper White,12,1688,15%,17217.6
TXN-10451,2024-02-04,CUST-482,West,Office Supplies,Ergo Chair,8,1612,17%,10703.68
TXN-10452,2024-02-22,CUST-806,South,Furniture,Velvet Ottoman,5,799,10%,3595.5
TXN-10453,2024-03-26,CUST-440,East,Furniture,Glass Table,1,2057,2%,2015.86
TXN-10454,2024-03-13,CUST-869,North,Technology,Laptop Pro,11,1592,1%,17336.88
TXN-10455,2024-02-18,CUST-737,North,Technology,Laptop Pro,7,1808,11%,11263.84
TXN-10456,2024-03-27,CUST-300,South,Furniture,Velvet Ottoman,2,908,4%,1743.36
TXN-10457,2024-03-29,CUST-778,Central,Luxury Goods,Silk Pocket Square,14,1842,3%,25014.36
TXN-10458,2024-01-21,CUST-778,North,Technology,Edge Router,10,1512,3%,14666.4
TXN-10459,2024-03-30,CUST-439,Central,Office Supplies,Paper White,9,2266,10%,18354.6
TXN-10460,2024-03-11,CUST-207,North,Office Supplies,Smart Ledger,5,871,5%,4137.25
TXN-10461,2024-01-26,CUST-328,North,Technology,Quant-Watch,9,1035,3%,9035.55
TXN-10462,2024-03-29,CUST-220,Central,Luxury Goods,Crystal Decanter,2,501,15%,851.7
TXN-10463,2024-02-05,CUST-239,West,Office Supplies,Paper White,5,1115,3%,5407.75
TXN-10464,2024-03-12,CUST-556,Central,Luxury Goods,Gold Pen Set,4,1350,15%,4590.0
TXN-10465,2024-01-10,CUST-825,West,Technology,Laptop Pro,2,1080,2%,2116.8
TXN-10466,2024-02-09,CUST-892,Central,Furniture,Minimalist Sofa,8,2060,8%,15161.6
TXN-10467,2024-03-01,CUST-177,South,Technology,Quant-Watch,1,1204,2%,1179.92
TXN-10468,2024-01-15,CUST-749,North,Luxury Goods,Crystal Decanter,14,950,15%,11305.0
TXN-10469,2024-01-01,CUST-841,Central,Luxury Goods,Silk Pocket Square,6,559,7%,3119.22
TXN-10470,2024-01-26,CUST-378,North,Office Supplies,Ergo Chair,14,897,16%,10548.72
TXN-10471,2024-02-10,CUST-874,East,Luxury Goods,Gold Pen Set,9,852,7%,7131.24
TXN-10472,2024-03-02,CUST-460,Central,Technology,Quant-Watch,6,1729,7%,9647.82
TXN-10473,2024-01-30,CUST-229,North,Technology,Quant-Watch,3,1460,5%,4161.0
TXN-10474,2024-02-14,CUST-198,North,Furniture,Minimalist Sofa,13,759,19%,7992.27
TXN-10475,2024-03-29,CUST-889,East,Luxury Goods,Crystal Decanter,9,2432,10%,19699.2
TXN-10476,2024-02-23,CUST-230,South,Technology,Edge Router,12,1084,11%,11577.12
TXN-10477,2024-01-18,CUST-857,East,Office Supplies,Ergo Chair,9,1212,17%,9053.64
TXN-10478,2024-03-30,CUST-117,South,Furniture,Minimalist Sofa,1,1856,19%,1503.36
TXN-10479,2024-02-24,CUST-684,North,Luxury Goods,Crystal Decanter,3,2243,8%,6190.68
TXN-10480,2024-03-02,CUST-746,Central,Luxury Goods,Crystal Decanter,1,1259,20%,1007.2
TXN-10481,2024-02-22,CUST-239,East,Furniture,Glass Table,13,2308,4%,28803.84
TXN-10482,2024-01-07,CUST-275,South,Technology,Edge Router,7,102,4%,685.44
TXN-10483,2024-03-21,CUST-889,North,Luxury Goods,Silk Pocket Square,14,1626,8%,20942.88
TXN-10484,2024-01-07,CUST-368,South,Technology,Neural Tablet,12,648,12%,6842.88
TXN-10485,2024-03-13,CUST-957,East,Technology,Neural Tablet,8,1831,6%,13769.12
TXN-10486,2024-02-01,CUST-130,East,Technology,Edge Router,5,276,12%,1214.4
TXN-10487,2024-02-09,CUST-978,East,Furniture,Velvet Ottoman,6,723,19%,3513.78
TXN-10488,2024-03-29,CUST-423,Central,Technology,Quant-Watch,11,2494,11%,24416.26
TXN-10489,2024-03-28,CUST-151,North,Furniture,Oak Sideboard,6,1062,19%,5161.32
TXN-10490,2024-02-19,CUST-108,South,Office Supplies,Ergo Chair,14,1402,5%,18646.6
TXN-10491,2024-02-12,CUST-482,Central,Technology,Laptop Pro,15,298,18%,3665.4
TXN-10492,2024-02-19,CUST-908,West,Office Supplies,Ergo Chair,4,695,15%,2363.0
TXN-10493,2024-01-04,CUST-378,Central,Luxury Goods,Silk Pocket Square,3,719,11%,1919.73
TXN-10494,2024-01-11,CUST-287,West,Luxury Goods,Crystal Decanter,13,535,4%,6676.8
TXN-10495,2024-02-16,CUST-403,East,Technology,Neural Tablet,6,1145,7%,6389.1
TXN-10496,2024-02-24,CUST-651,West,Technology,Edge Router,15,1545,19%,18771.75
TXN-10497,2024-02-06,CUST-668,East,Luxury Goods,Gold Pen Set,1,2409,16%,2023.56
TXN-10498,2024-01-04,CUST-252,South,Office Supplies,Ergo Chair,2,1247,4%,2394.24
TXN-10499,2024-01-28,CUST-161,Central,Luxury Goods,Leather Portfolio,7,2157,17%,12532.17
TXN-10500,2024-01-06,CUST-973,East,Furniture,Minimalist Sofa,11,2332,9%,23343.32
